Date;Time UTC;Latitude;Longitude;Depth;Depth Type;Magnitude Type;Magnitude;Region Name;Last Update;Eqid;
2015-09-17;08:23:35;-5.93;151.46;12; ;mb;5.0;NEW BRITAIN REGION, P.N.G.;2015-09-17 12:14;459802;
2015-09-17;05:44:39;-31.79;-72.10;10;f;Mw;5.5;OFFSHORE COQUIMBO, CHILE;2015-09-17 08:07;459780;
2015-09-17;05:40:57;-31.36;-71.99;10;f;mb;5.2;OFFSHORE COQUIMBO, CHILE;2015-09-17 08:04;459779;
2015-09-17;04:38:08;-31.25;-71.80;20;f;mb;5.2;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:58;459766;
2015-09-17;04:32:11;-30.97;-72.01;10;f;mb;5.1;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:57;459772;
2015-09-17;04:26:38;-31.44;-71.99;15;f;mb;5.5;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:55;459761;
2015-09-17;04:18:32;-30.90;-71.39;42; ;mb;5.4;COQUIMBO, CHILE;2015-09-17 04:40;459763;
2015-09-17;04:10:32;-31.53;-71.63;40; ;Mw;6.6;OFFSHORE COQUIMBO, CHILE;2015-09-17 04:32;459755;
2015-09-17;04:08:26;-30.81;-71.67;27; ;mb;5.0;COQUIMBO, CHILE;2015-09-17 08:59;459808;
2015-09-17;04:02:10;-31.22;-71.97;20; ;mb;5.4;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:54;459756;
2015-09-17;03:55:07;-30.89;-71.30;41; ;Mw;6.5;COQUIMBO, CHILE;2015-09-17 07:53;459748;
2015-09-17;03:12:39;-30.87;-71.50;40; ;mb;5.1;COQUIMBO, CHILE;2015-09-17 07:49;459738;
2015-09-17;03:09:46;-5.98;151.35;30; ;mb;5.0;NEW BRITAIN REGION, P.N.G.;2015-09-17 07:48;459736;
2015-09-17;02:44:29;-31.14;-71.85;28; ;mb;5.0;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:44;459744;
2015-09-17;01:41:08;-31.14;-71.51;40; ;Mw;6.1;COQUIMBO, CHILE;2015-09-17 07:40;459720;
2015-09-17;01:33:02;-31.69;-72.04;10; ;Mw;5.8;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:39;459716;
2015-09-17;01:21:50;-31.69;-72.00;30;f;mb;5.3;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:38;459718;
2015-09-17;01:09:48;-31.66;-72.08;20;f;mb;5.0;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:36;459713;
2015-09-17;01:09:14;-34.83;-65.27;10; ;M ;5.6;SAN LUIS, ARGENTINA;2015-09-17 01:23;459711;
2015-09-17;00:50:08;-31.41;-72.21;10; ;mb;5.0;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:31;459709;
2015-09-17;00:42:56;-30.89;-71.66;33; ;mb;5.0;COQUIMBO, CHILE;2015-09-17 01:01;459706;
2015-09-17;00:22:20;-31.78;-71.99;10;f;mb;5.3;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:29;459704;
2015-09-17;00:06:17;-30.81;-71.79;20; ;mb;5.2;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:25;459700;
2015-09-16;23:38:04;-31.75;-71.95;30;f;mb;5.8;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:24;459691;
2015-09-16;23:36:29;-31.79;-72.24;11; ;mb;5.3;OFFSHORE COQUIMBO, CHILE;2015-09-30 01:51;462323;
2015-09-16;23:23:26;-31.17;-71.78;37; ;mb;5.6;OFFSHORE COQUIMBO, CHILE;2015-09-20 05:22;460420;
2015-09-16;23:18:43;-31.58;-71.41;40; ;Mw;7.0;COQUIMBO, CHILE;2015-09-16 23:41;459684;
2015-09-16;23:16:08;-31.58;-71.68;30; ;mb;6.2;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:23;459685;
2015-09-16;23:09:05;-31.11;-71.34;26; ;mb;5.6;COQUIMBO, CHILE;2015-09-30 00:58;462308;
2015-09-16;23:03:59;-31.78;-71.68;40; ;mb;6.1;OFFSHORE COQUIMBO, CHILE;2015-09-17 07:21;459690;
2015-09-16;22:59:14;-31.58;-71.87;30; ;mb;6.4;OFFSHORE COQUIMBO, CHILE;2015-09-17 09:07;459693;
2015-09-16;22:54:31;-31.55;-71.58;20; ;Mw;8.3;OFFSHORE COQUIMBO, CHILE;2015-09-17 08:26;459672;
2015-09-16;19:21:14;-6.06;151.48;30;f;mb;5.1;NEW BRITAIN REGION, P.N.G.;2015-09-17 07:12;459638;
2015-09-16;15:22:23;-5.98;151.49;10;f;mb;5.2;NEW BRITAIN REGION, P.N.G.;2015-09-17 06:57;459597;
2015-09-16;14:03:21;-5.94;151.40;5;f;Mw;6.1;NEW BRITAIN REGION, P.N.G.;2015-09-17 06:56;459587;
2015-09-16;13:08:59;24.29;121.91;15;f;Mw;5.2;TAIWAN;2015-09-16 15:08;459575;
2015-09-16;11:49:36;-30.22;-177.61;10;f;mb;5.0;KERMADEC ISLANDS, NEW ZEALAND;2015-09-16 14:08;459564;
2015-09-16;11:10:08;35.37;78.72;10; ;mb;5.0;KASHMIR-XINJIANG BORDER REGION;2015-09-16 14:06;459560;
2015-09-16;07:40:58;1.91;126.54;40; ;Mw;6.3;MOLUCCA SEA;2015-09-16 14:05;459533;
2015-09-15;19:37:35;24.25;121.93;20; ;mb;5.3;TAIWAN;2015-09-16 07:03;459440;
2015-09-15;18:26:02;-33.21;-109.46;10;f;mb;5.0;SOUTHERN EAST PACIFIC RISE;2015-09-16 07:00;459434;
2015-09-14;15:19:29;-16.56;175.88;10; ;mb;5.0;FIJI REGION;2015-09-15 07:38;459272;
2015-09-14;14:53:22;-33.20;-178.44;10;f;mb;5.0;SOUTH OF KERMADEC ISLANDS;2015-09-15 07:37;459269;
2015-09-14;06:04:52;-25.19;-70.69;30; ;mb;5.0;OFFSHORE ANTOFAGASTA, CHILE;2015-09-15 07:33;459216;
2015-09-13;15:04:54;24.98;-109.28;10;f;mb;5.0;GULF OF CALIFORNIA;2015-09-14 07:21;459136;
2015-09-13;08:27:15;25.24;-109.42;10; ;mb;5.3;GULF OF CALIFORNIA;2015-09-14 07:14;459109;
2015-09-13;08:14:12;25.15;-109.36;10; ;Mw;6.6;GULF OF CALIFORNIA;2015-09-13 08:38;459103;
2015-09-13;07:57:39;25.06;-109.20;23; ;Mw;5.6;GULF OF CALIFORNIA;2015-09-14 08:45;459100;
2015-09-13;07:40:39;25.16;-109.29;10;f;Mw;5.3;GULF OF CALIFORNIA;2015-09-14 08:46;459096;
2015-09-13;03:02:42;29.69;162.67;10; ;M ;5.7;NORTH PACIFIC OCEAN;2015-09-13 03:17;459067;
2015-09-13;02:55:46;-29.44;-177.37;43; ;mb;5.2;KERMADEC ISLANDS, NEW ZEALAND;2015-09-13 06:57;459064;
2015-09-13;01:13:14;0.15;123.53;148; ;mb;5.7;MINAHASA, SULAWESI, INDONESIA;2015-09-13 06:57;459049;
2015-09-12;23:39:17;-0.70;122.11;10;f;mb;5.0;SULAWESI, INDONESIA;2015-09-13 06:56;459036;
2015-09-12;22:16:09;-6.17;147.36;45;f;Mw;5.5;EASTERN NEW GUINEA REG., P.N.G.;2015-09-13 06:54;459026;
2015-09-12;20:32:24;-32.71;-177.80;10;f;Mw;5.8;SOUTH OF KERMADEC ISLANDS;2015-09-13 06:53;459016;
2015-09-12;16:42:32;-25.13;-176.76;80; ;Mw;5.2;SOUTH OF FIJI ISLANDS;2015-09-13 06:51;458997;
2015-09-12;13:38:02;41.87;142.70;60; ;Mw;5.4;HOKKAIDO, JAPAN REGION;2015-09-13 06:50;458978;
2015-09-12;09:49:27;0.07;124.43;62;f;mb;5.0;MINAHASA, SULAWESI, INDONESIA;2015-09-13 06:46;458941;
2015-09-12;08:13:49;-31.63;-68.33;10;f;mb;5.0;SAN JUAN, ARGENTINA;2015-09-13 06:45;458932;
2015-09-11;23:51:52;-5.97;146.73;12;f;Mw;5.2;EASTERN NEW GUINEA REG., P.N.G.;2015-09-12 07:36;458859;
2015-09-11;21:19:18;-5.99;146.67;30;f;Mw;5.4;EASTERN NEW GUINEA REG., P.N.G.;2015-09-12 07:35;458844;
2015-09-11;21:16:12;14.51;-93.84;30; ;Mw;5.2;OFF COAST OF CHIAPAS, MEXICO;2015-09-12 07:34;458843;
2015-09-11;20:49:06;35.46;139.95;45;f;mb;5.2;NEAR S. COAST OF HONSHU, JAPAN;2015-09-12 07:33;458838;
2015-09-11;08:47:21;-33.22;-178.46;10; ;mb;5.1;SOUTH OF KERMADEC ISLANDS;2015-09-11 14:39;458766;
2015-09-11;08:19:48;-2.79;139.62;20;f;mb;5.0;NEAR N COAST OF PAPUA, INDONESIA;2015-09-11 14:38;458761;
2015-09-10;10:26:46;52.15;-169.51;30; ;Mw;5.9;FOX ISLANDS, ALEUTIAN ISLANDS;2015-09-10 14:18;458597;
2015-09-10;08:59:47;-20.83;-177.81;492; ;mb;5.0;FIJI REGION;2015-09-10 14:16;458590;
2015-09-10;07:49:36;11.19;-62.47;114; ;mb;5.0;OFFSHORE SUCRE, VENEZUELA;2015-09-10 14:08;458575;
2015-09-09;21:03:23;36.05;70.64;100; ;mb;5.3;HINDU KUSH REGION, AFGHANISTAN;2015-09-10 06:58;458523;
2015-09-09;12:41:46;2.32;96.33;30;f;mb;5.1;SIMEULUE, INDONESIA;2015-09-10 06:43;458478;
2015-09-09;07:05:43;-49.55;-116.31;10;f;mb;5.0;SOUTHERN EAST PACIFIC RISE;2015-09-10 14:22;458455;
2015-09-09;05:43:54;45.29;150.52;47; ;mb;5.3;KURIL ISLANDS;2015-09-09 07:23;458433;
2015-09-09;02:35:26;-59.43;-25.65;10;f;mb;5.5;SOUTH SANDWICH ISLANDS REGION;2015-09-09 07:29;458406;
2015-09-08;19:10:28;-33.38;-178.63;10; ;mb;5.0;SOUTH OF KERMADEC ISLANDS;2015-09-09 07:00;458379;
2015-09-08;17:41:35;48.48;155.59;20;f;mb;5.0;KURIL ISLANDS;2015-09-09 06:55;458354;
2015-09-08;11:37:24;-32.80;-178.32;10;f;mb;5.0;SOUTH OF KERMADEC ISLANDS;2015-09-08 14:49;458306;
2015-09-08;08:19:52;-33.15;-178.18;10;f;mb;5.5;SOUTH OF KERMADEC ISLANDS;2015-09-08 12:44;458288;
2015-09-08;08:03:55;14.69;-93.87;10; ;mb;5.5;OFF COAST OF CHIAPAS, MEXICO;2015-09-09 09:35;458283;
2015-09-08;06:48:32;-33.16;-178.45;10;f;Mw;5.8;SOUTH OF KERMADEC ISLANDS;2015-09-08 08:28;458268;
2015-09-08;02:50:57;-32.79;-178.45;10; ;mb;5.3;SOUTH OF KERMADEC ISLANDS;2015-09-08 08:12;458252;
2015-09-07;20:24:57;-33.08;-178.35;10;f;mb;5.2;SOUTH OF KERMADEC ISLANDS;2015-09-08 07:43;458216;
2015-09-07;14:06:25;-33.01;-177.84;10; ;Mw;5.9;SOUTH OF KERMADEC ISLANDS;2015-09-08 06:46;458183;
2015-09-07;10:30:22;-32.93;-178.10;10;f;mb;5.0;SOUTH OF KERMADEC ISLANDS;2015-09-07 14:47;458155;
2015-09-07;09:13:57;-32.95;-177.89;25; ;Mw;6.3;SOUTH OF KERMADEC ISLANDS;2015-09-07 11:57;458137;
2015-09-07;08:46:09;-24.33;179.12;552; ;Mw;5.8;SOUTH OF FIJI ISLANDS;2015-09-07 11:56;458127;
2015-09-07;05:55:45;11.48;139.66;40; ;mb;5.0;STATE OF YAP, MICRONESIA;2015-09-07 06:59;458099;
2015-09-07;04:23:01;-9.78;160.30;20; ;mb;5.1;SOLOMON ISLANDS;2015-09-07 06:57;458087;
2015-09-06;07:40:47;31.26;141.82;1; ;mb;5.0;IZU ISLANDS, JAPAN REGION;2015-09-06 08:14;457952;
2015-09-06;04:52:54;-25.11;-180.00;495; ;mb;5.4;SOUTH OF FIJI ISLANDS;2015-09-06 08:16;457937;
2015-09-06;03:25:51;17.08;147.17;40; ;mb;5.1;MARIANA ISLANDS REGION;2015-09-06 08:18;457927;
2015-09-05;22:13:51;-25.87;-64.69;40; ;mb;5.1;SALTA, ARGENTINA;2015-09-06 08:24;457892;
2015-09-05;15:05:45;-37.26;78.21;10;f;Mw;5.4;MID-INDIAN RIDGE;2015-09-07 07:00;457839;
2015-09-05;13:16:11;49.45;155.60;60; ;mb;5.8;KURIL ISLANDS;2015-09-05 15:57;457821;
2015-09-05;08:53:23;51.58;-177.68;40; ;mb;5.2;ANDREANOF ISLANDS, ALEUTIAN IS.;2015-09-05 09:28;457784;
2015-09-05;07:08:49;51.46;-174.30;30; ;mb;5.1;ANDREANOF ISLANDS, ALEUTIAN IS.;2015-09-05 09:24;457768;
2015-09-05;07:00:00;51.48;-174.31;10; ;mb;5.6;ANDREANOF ISLANDS, ALEUTIAN IS.;2015-09-05 09:21;457761;
2015-09-05;06:34:10;51.49;-174.35;40; ;mb;5.3;ANDREANOF ISLANDS, ALEUTIAN IS.;2015-09-05 06:59;457757;
2015-09-05;06:12:31;51.53;-174.38;40; ;mb;5.1;ANDREANOF ISLANDS, ALEUTIAN IS.;2015-09-05 07:01;457754;
2015-09-04;20:08:36;-7.84;107.55;80; ;mb;5.5;JAVA, INDONESIA;2015-09-05 07:10;457701;
2015-09-04;04:49:38;40.97;47.43;15;f;mb;5.4;AZERBAIJAN;2015-09-04 08:04;457611;
2015-09-04;04:49:20;29.23;130.51;10;f;mb;5.5;RYUKYU ISLANDS, JAPAN;2015-09-04 07:59;457613;
2015-09-03;22:19:34;39.61;143.23;30;f;mb;5.0;OFF EAST COAST OF HONSHU, JAPAN;2015-09-04 07:50;457573;
2015-09-03;16:51:47;37.14;143.62;10;f;mb;5.6;OFF EAST COAST OF HONSHU, JAPAN;2015-09-04 07:44;457520;
2015-09-03;13:37:59;-36.75;-72.65;53; ;mb;5.0;BIO-BIO, CHILE;2015-09-04 07:24;457505;
2015-09-03;13:24:00;2.12;126.76;52; ;mb;5.5;MOLUCCA SEA;2015-09-04 07:22;457502;
2015-09-03;07:32:48;-15.56;-174.71;238; ;mb;5.2;TONGA;2015-09-03 08:02;457461;
2015-09-02;07:20:31;14.16;53.83;10;f;mb;5.0;OWEN FRACTURE ZONE REGION;2015-09-02 11:27;457324;
2015-09-02;01:18:30;4.41;124.71;315; ;Mw;5.7;CELEBES SEA;2015-09-02 07:54;457283;
2015-09-01;23:06:28;-19.27;167.63;26; ;mb;5.0;VANUATU REGION;2015-09-01 23:28;457267;
2015-09-01;17:04:14;15.44;-92.65;102; ;mb;5.1;CHIAPAS, MEXICO;2015-09-02 07:28;457230;
2015-09-01;16:08:25;-29.74;178.79;568; ;mb;5.1;KERMADEC ISLANDS REGION;2015-09-02 07:26;457225;
2015-09-01;15:28:50;-19.69;-69.14;89; ;mb;5.4;TARAPACA, CHILE;2015-09-02 07:05;457218;
2015-09-01;15:25:09;31.20;141.64;10; ;Mw;6.0;IZU ISLANDS, JAPAN REGION;2015-09-02 06:55;457219;
2015-09-01;15:24:07;31.26;141.82;2; ;mb;5.5;IZU ISLANDS, JAPAN REGION;2015-09-02 06:53;457217;
2015-09-01;13:24:44;23.88;121.63;20; ;mb;5.3;TAIWAN;2015-09-02 06:34;457204;
2015-09-01;08:57:25;-19.29;167.64;30; ;mb;5.1;VANUATU REGION;2015-09-02 09:32;457170;
2015-08-31;08:12:49;2.77;127.82;15;f;mb;5.0;MOLUCCA SEA;2015-08-31 14:09;457018;
2015-08-30;05:30:58;29.72;130.30;42; ;mb;5.0;RYUKYU ISLANDS, JAPAN;2015-08-30 09:02;456885;
2015-08-29;20:02:26;-10.95;116.36;40; ;mb;5.1;SOUTH OF LOMBOK, INDONESIA;2015-08-30 09:06;456833;
2015-08-29;03:53:23;19.19;145.70;131; ;mb;5.4;MAUG ISLANDS REG, N. MARIANA IS.;2015-08-29 11:33;456721;
2015-08-28;15:30:57;23.12;142.60;100; ;mb;5.3;VOLCANO ISLANDS, JAPAN REGION;2015-08-29 11:26;456674;
2015-08-28;14:05:04;-27.33;-176.45;60; ;mb;5.1;KERMADEC ISLANDS REGION;2015-08-29 11:22;456665;
2015-08-28;04:11:52;-15.85;-71.86;15;f;mb;5.0;SOUTHERN PERU;2015-08-28 08:04;456604;
2015-08-27;23:40:49;17.89;145.92;125; ;mb;5.0;ALAMAGAN REG, N. MARIANA ISLANDS;2015-08-28 08:01;456581;
2015-08-27;19:10:09;45.17;147.26;129; ;mb;5.3;KURIL ISLANDS;2015-08-28 07:41;456552;
2015-08-27;15:06:23;-19.77;-176.38;2; ;mb;5.2;FIJI REGION;2015-08-28 06:43;456519;
2015-08-27;01:13:46;-26.02;-178.87;364; ;mb;5.0;SOUTH OF FIJI ISLANDS;2015-08-27 08:28;456403;
2015-08-26;21:56:37;27.05;-44.48;10;f;mb;5.1;NORTHERN MID-ATLANTIC RIDGE;2015-08-27 08:11;456385;
2015-08-26;13:51:40;-57.57;-26.04;80; ;Mw;5.7;SOUTH SANDWICH ISLANDS REGION;2015-08-27 07:46;456323;
2015-08-25;22:51:36;32.06;131.75;40; ;mb;5.3;KYUSHU, JAPAN;2015-08-26 07:50;456243;
2015-08-25;03:29:35;5.03;93.37;40; ;mb;5.1;OFF W COAST OF NORTHERN SUMATRA;2015-08-25 07:04;456121;
2015-08-24;21:49:16;-17.23;-174.10;10; ;M ;5.5;TONGA;2015-08-24 22:02;456090;
2015-08-24;11:51:01;56.20;164.27;30;f;mb;5.0;KOMANDORSKIYE OSTROVA REGION;2015-08-25 06:35;456024;
2015-08-24;09:41:26;-30.43;-179.00;228; ;Mw;6.0;KERMADEC ISLANDS REGION;2015-08-24 12:40;456005;
2015-08-23;23:10:04;-29.70;-71.31;40; ;Mw;5.7;COQUIMBO, CHILE;2015-08-24 04:14;455942;
2015-08-23;09:02:05;27.96;86.24;10; ;mb;5.1;NEPAL;2015-08-23 16:50;455869;
2015-08-23;04:48:50;13.40;-90.02;60; ;Mw;5.5;OFFSHORE EL SALVADOR;2015-08-24 08:11;455851;
2015-08-22;06:25:34;14.80;146.95;10; ;Mw;5.1;ROTA REGION, N. MARIANA ISLANDS;2015-08-22 13:38;455752;
2015-08-22;05:28:13;21.52;143.09;318; ;mb;5.1;MARIANA ISLANDS REGION;2015-08-22 07:09;455747;
2015-08-21;18:45:40;-22.48;-178.19;372; ;Mw;5.2;SOUTH OF FIJI ISLANDS;2015-08-22 06:57;455708;
2015-08-20;13:29:08;-8.08;149.62;48; ;mb;5.5;EASTERN NEW GUINEA REG., P.N.G.;2015-08-21 06:43;455552;
2015-08-20;11:00:10;0.52;126.62;60; ;Mw;5.8;MOLUCCA SEA;2015-08-20 13:59;455534;
2015-08-19;22:15:46;-9.73;28.62;10;f;mb;5.0;LAKE MWERU REGION, CONGO-ZAMBIA;2015-08-20 07:33;455448;
2015-08-18;11:53:32;-56.23;-26.96;60; ;mb;5.1;SOUTH SANDWICH ISLANDS REGION;2015-08-18 20:37;455275;
2015-08-17;23:39:35;-8.18;123.06;40; ;mb;5.0;FLORES REGION, INDONESIA;2015-08-18 06:15;455206;
2015-08-17;16:16:59;13.65;51.76;10; ;Mw;5.7;GULF OF ADEN;2015-08-18 06:21;455176;
2015-08-17;14:42:32;21.97;146.66;10; ;Mw;5.7;MARIANA ISLANDS REGION;2015-08-18 06:23;455163;
2015-08-17;11:40:36;30.82;131.02;30;f;mb;5.1;KYUSHU, JAPAN;2015-08-17 14:32;455145;
2015-08-17;00:45:42;27.12;143.78;10;f;mb;5.3;BONIN ISLANDS, JAPAN REGION;2015-08-17 09:09;455081;
2015-08-16;21:05:11;-5.76;154.05;72; ;mb;5.2;BOUGAINVILLE REGION, P.N.G.;2015-08-17 08:08;455062;
2015-08-16;08:49:02;-62.40;-159.45;10;f;mb;5.0;PACIFIC-ANTARCTIC RIDGE;2015-08-17 07:07;455013;
2015-08-15;20:16:23;51.77;-175.21;51; ;Mw;5.5;ANDREANOF ISLANDS, ALEUTIAN IS.;2015-08-16 17:21;454968;
2015-08-15;17:29:20;-27.09;-176.28;10; ;mb;5.2;KERMADEC ISLANDS REGION;2015-08-15 19:42;454949;
2015-08-15;08:19:33;-3.73;101.81;65; ;mb;5.0;SOUTHERN SUMATRA, INDONESIA;2015-08-15 19:37;454907;
2015-08-15;07:49:07;-29.71;171.36;422; ;M ;5.3;NORFOLK ISLAND, AUSTRALIA REGION;2015-08-27 03:45;456419;
2015-08-15;07:47:06;-10.91;163.80;10; ;Mw;6.5;SOLOMON ISLANDS;2015-08-15 19:37;454903;
2015-08-14;22:04:25;-26.37;-177.75;179; ;mb;5.3;SOUTH OF FIJI ISLANDS;2015-08-15 08:10;454852;
2015-08-14;22:03:34;-7.06;131.55;51; ;Mw;5.1;KEP. TANIMBAR REGION, INDONESIA;2015-08-15 08:08;454851;
2015-08-14;18:03:02;21.13;-45.94;10; ;Mw;5.6;NORTHERN MID-ATLANTIC RIDGE;2015-08-15 08:04;454834;
2015-08-14;14:09:16;-26.06;-177.12;97; ;mb;5.4;SOUTH OF FIJI ISLANDS;2015-08-15 07:59;454809;
2015-08-14;13:43:12;-27.17;-176.08;10; ;mb;5.2;KERMADEC ISLANDS REGION;2015-08-15 07:58;454805;
2015-08-14;13:27:59;-27.45;-176.00;10; ;Mw;5.6;KERMADEC ISLANDS REGION;2015-08-15 07:57;454802;
2015-08-14;12:31:34;-4.96;140.22;20; ;mb;5.0;PAPUA, INDONESIA;2015-08-15 07:53;454797;
2015-08-14;10:11:05;21.18;-45.82;10; ;mb;5.0;NORTHERN MID-ATLANTIC RIDGE;2015-08-15 07:52;454783;
2015-08-14;04:43:44;42.71;143.18;80; ;mb;5.2;HOKKAIDO, JAPAN REGION;2015-08-14 07:17;454753;
2015-08-13;20:13:33;37.19;141.48;40; ;Mw;5.1;NEAR EAST COAST OF HONSHU, JAPAN;2015-08-14 07:12;454718;
2015-08-13;19:32:39;1.30;97.06;30; ;mb;5.0;NIAS REGION, INDONESIA;2015-08-14 07:11;454711;
2015-08-13;19:30:15;14.14;-91.33;75; ;Mw;5.2;GUATEMALA;2015-08-14 07:10;454709;
2015-08-13;18:08:39;-37.89;-73.87;10; ;mb;5.0;OFFSHORE BIO-BIO, CHILE;2015-08-14 07:05;454701;
2015-08-13;15:58:24;-32.92;-177.10;10; ;mb;5.4;SOUTH OF KERMADEC ISLANDS;2015-08-14 15:54;454682;
2015-08-13;14:17:13;31.34;142.23;2; ;mb;5.1;IZU ISLANDS, JAPAN REGION;2015-08-14 06:59;454671;
2015-08-13;14:08:01;24.01;122.61;20; ;Mw;5.5;TAIWAN REGION;2015-08-14 06:59;454666;
2015-08-13;14:04:57;-3.92;152.89;132; ;Mw;5.6;NEW IRELAND REGION, P.N.G.;2015-08-14 06:56;454664;
2015-08-13;11:28:15;-36.85;78.24;10;f;mb;5.0;MID-INDIAN RIDGE;2015-08-14 06:55;454656;
2015-08-13;10:39:53;-37.07;78.09;10; ;Mw;6.0;MID-INDIAN RIDGE;2015-08-14 06:55;454652;
2015-08-12;18:49:24;-9.34;157.88;10; ;Mw;6.5;SOLOMON ISLANDS;2015-08-12 19:27;454576;
2015-08-12;18:19:16;-9.29;157.89;10; ;mb;5.4;SOLOMON ISLANDS;2015-08-12 19:25;454573;
2015-08-12;12:50:44;-16.36;-177.49;418; ;mb;5.1;FIJI REGION;2015-08-12 19:23;454548;
2015-08-12;00:14:39;-31.71;-71.60;35;f;Mw;5.4;OFFSHORE COQUIMBO, CHILE;2015-08-31 08:36;454506;
2015-08-11;19:13:09;30.41;94.99;10; ;mb;5.0;EASTERN XIZANG;2015-08-12 09:46;454484;
2015-08-11;15:53:09;-7.20;129.27;162; ;mb;5.1;KEPULAUAN BABAR, INDONESIA;2015-08-11 18:48;454473;
2015-08-11;13:49:03;-19.30;-176.33;10;f;Mw;5.4;FIJI REGION;2015-08-31 08:30;454463;
2015-08-11;13:35:48;-27.07;-176.21;10; ;mb;5.4;KERMADEC ISLANDS REGION;2015-08-11 18:49;454458;
2015-08-11;02:36:53;-13.95;167.01;119; ;M ;5.1;VANUATU;2015-08-11 06:32;454404;
2015-08-11;01:53:16;-31.49;-178.05;10; ;M ;5.1;KERMADEC ISLANDS REGION;2015-08-11 10:52;454448;
2015-08-10;23:53:13;-5.47;151.83;33; ;mb;5.3;NEW BRITAIN REGION, P.N.G.;2015-08-11 09:47;454394;
2015-08-10;19:19:33;-27.20;-176.26;14; ;Mw;5.5;KERMADEC ISLANDS REGION;2015-08-31 08:29;454368;
2015-08-10;10:05:24;36.48;71.28;209; ;Mw;5.9;HINDU KUSH REGION, AFGHANISTAN;2015-08-10 19:02;454314;
2015-08-10;09:40:08;-29.49;-71.29;40; ;mb;5.2;COQUIMBO, CHILE;2015-08-10 18:58;454312;
2015-08-10;07:43:38;-19.65;-174.79;60; ;mb;5.7;TONGA;2015-08-10 08:50;454298;
2015-08-10;04:24:32;-9.33;157.90;10; ;mb;5.7;SOLOMON ISLANDS;2015-08-10 04:47;454286;
2015-08-10;04:12:13;-9.28;158.01;10; ;Mw;6.6;SOLOMON ISLANDS;2015-08-31 07:00;454285;
2015-08-10;03:27:31;-9.33;158.44;10; ;mb;5.1;SOLOMON ISLANDS;2015-08-10 04:36;454283;
2015-08-09;18:20:46;52.28;-168.77;20; ;mb;5.1;FOX ISLANDS, ALEUTIAN ISLANDS;2015-08-09 21:54;454246;
2015-08-09;17:56:00;-27.22;-176.52;40; ;mb;5.0;KERMADEC ISLANDS REGION;2015-08-09 21:55;454242;
2015-08-09;17:51:32;-10.24;165.02;10; ;mb;5.1;SANTA CRUZ ISLANDS;2015-08-09 21:56;454240;
2015-08-09;15:27:36;-48.26;-9.90;13; ;mb;5.0;SOUTHERN MID-ATLANTIC RIDGE;2015-08-09 16:56;454225;
2015-08-09;08:36:14;5.19;-82.64;10;f;Mw;5.4;SOUTH OF PANAMA;2015-08-31 08:22;454197;
2015-08-09;04:46:20;-27.39;-176.30;10; ;Mw;5.9;KERMADEC ISLANDS REGION;2015-08-09 15:55;454174;
2015-08-09;02:39:55;-13.88;-14.46;10; ;mb;5.1;SOUTHERN MID-ATLANTIC RIDGE;2015-08-09 15:57;454169;
2015-08-08;21:15:32;-13.92;-14.50;10;f;mb;5.0;SOUTHERN MID-ATLANTIC RIDGE;2015-08-08 21:51;454151;
2015-08-08;19:09:34;52.39;-169.63;40; ;mb;5.0;FOX ISLANDS, ALEUTIAN ISLANDS;2015-08-09 16:01;454138;
2015-08-08;04:13:39;-6.67;152.06;26; ;mb;5.5;NEW BRITAIN REGION, P.N.G.;2015-08-08 07:27;454071;
2015-08-07;18:25:19;-16.46;-173.20;10;f;mb;5.1;TONGA;2015-08-08 07:37;454035;
2015-08-07;18:21:00;-16.72;177.22;10; ;mb;5.3;FIJI;2015-08-08 07:38;454032;
2015-08-07;17:39:27;-56.44;-25.80;10; ;mb;5.1;SOUTH SANDWICH ISLANDS REGION;2015-08-08 07:43;454037;
2015-08-07;14:22:13;-18.17;-174.18;20; ;Mw;5.7;TONGA;2015-08-31 08:21;454014;
2015-08-07;13:48:34;1.06;-85.34;29; ;Mw;5.6;OFF COAST OF ECUADOR;2015-08-31 08:21;454010;
2015-08-07;12:18:48;1.07;-85.25;10;f;Mw;5.6;OFF COAST OF ECUADOR;2015-08-31 08:20;454002;
2015-08-07;06:52:19;24.00;-108.94;10; ;mb;5.1;GULF OF CALIFORNIA;2015-08-07 15:06;453959;
2015-08-07;05:53:57;24.17;-108.60;10; ;Mw;5.3;GULF OF CALIFORNIA;2015-08-31 08:19;453949;
2015-08-07;04:35:02;24.07;-108.79;2; ;mb;5.2;GULF OF CALIFORNIA;2015-08-07 08:28;453942;
